author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds 
Trenton Charlson,Will Shortz,Normal,2019-10-05,Saturday,6,Daily,17268,,2,0,False,,
Victor Barocas and Howard Barkin,Will Shortz,Normal,2019-10-06,Sunday,0,Daily,17271,Initial Public Offerings,15,0,False,,
Keiran King,Will Shortz,Normal,2019-10-07,Monday,1,Daily,17294,,16,100,True,Gold,797
Ross Trudeau,Will Shortz,Normal,2019-10-08,Tuesday,2,Daily,17292,,2,100,True,,1537
Alan Arbesfeld,Will Shortz,Normal,2019-10-09,Wednesday,3,Daily,17293,,2,100,True,,2239
Tracy Gray,Will Shortz,Normal,2019-10-10,Thursday,4,Daily,17296,,5,0,False,,
Andy Kravis,Will Shortz,Normal,2019-10-11,Friday,5,Daily,17295,,2,0,False,,
Andrew J. Ries,Will Shortz,Normal,2019-10-12,Saturday,6,Daily,17297,,2,0,False,,
Erik Agard,Will Shortz,Normal,2019-10-13,Sunday,0,Daily,17298,Lines Of Work,5,0,False,,
Gary Cee,Will Shortz,Normal,2019-10-14,Monday,1,Daily,17325,,3,100,True,,775
Julie Bérubé,Will Shortz,Normal,2019-10-15,Tuesday,2,Daily,17323,,4,100,True,,1190
Peter A. Collins,Will Shortz,Normal,2019-10-16,Wednesday,3,Daily,17324,,3,0,False,,
Randolph Ross,Will Shortz,Normal,2019-10-17,Thursday,4,Daily,17321,,3,0,False,,
Jamey Smith,Will Shortz,Normal,2019-10-18,Friday,5,Daily,17322,,2,0,False,,
Byron Walden,Will Shortz,Normal,2019-10-19,Saturday,6,Daily,17326,,2,0,False,,
Natan Last,Will Shortz,Normal,2019-10-20,Sunday,0,Daily,17327,Be Patient,5,0,False,,
Joe Deeney,Will Shortz,Normal,2019-10-21,Monday,1,Daily,17338,,0,100,True,,1420
Saul Pink,Will Shortz,Normal,2019-10-22,Tuesday,2,Daily,17347,,2,100,True,,1820
Jennifer Nutt,Will Shortz,Normal,2019-10-23,Wednesday,3,Daily,17346,,2,0,False,,
Matt Ginsberg,Will Shortz,Normal,2019-10-24,Thursday,4,Daily,17345,,4,0,False,,
John Guzzetta,Will Shortz,Normal,2019-10-25,Friday,5,Daily,17344,,2,0,False,,
Sam Trabucco,Will Shortz,Normal,2019-10-26,Saturday,6,Daily,17349,,2,0,False,,
Michael Paleos,Will Shortz,Normal,2019-10-27,Sunday,0,Daily,17348,How Sweet It Is!,5,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-10-28,Monday,1,Daily,17387,,3,100,True,Gold,787
Evan Mahnken,Will Shortz,Normal,2019-10-29,Tuesday,2,Daily,17386,,2,100,True,,1263
David Steinberg,Will Shortz,Normal,2019-10-30,Wednesday,3,Daily,17385,,2,100,True,,1813
Jeff Chen and Ezra Brauner,Will Shortz,Normal,2019-10-31,Thursday,4,Daily,17384,,3,100,True,,1820
Robyn Weintraub,Will Shortz,Normal,2019-11-01,Friday,5,Daily,17382,,2,0,False,,
Erik Agard and Paolo Pasco,Will Shortz,Normal,2019-11-02,Saturday,6,Daily,17383,,6,0,False,,
Kristian House,Will Shortz,Normal,2019-11-03,Sunday,0,Daily,17381,All The Right Movies,5,24,False,,711
Trent H. Evans,Will Shortz,Normal,2019-11-04,Monday,1,Daily,17402,,2,100,True,Gold,703
John Guzzetta,Will Shortz,Normal,2019-11-05,Tuesday,2,Daily,17399,,7,100,True,,1166
Ross Trudeau,Will Shortz,Normal,2019-11-06,Wednesday,3,Daily,17404,,2,0,False,,
Joe DiPietro,Will Shortz,Normal,2019-11-07,Thursday,4,Daily,17403,,2,0,False,,
Peter Wentz,Will Shortz,Normal,2019-11-08,Friday,5,Daily,17401,,2,0,False,,
Neil Padrick Wilson,Will Shortz,Normal,2019-11-09,Saturday,6,Daily,17400,,2,0,False,,
Peter Gordon,Will Shortz,Normal,2019-11-10,Sunday,0,Daily,17405,Double Sixes,4,0,False,,
Evan Kalish,Will Shortz,Normal,2019-11-11,Monday,1,Daily,17424,,2,100,True,,1032
Gabrielle Friedman and Jakob Weisblat,Will Shortz,Normal,2019-11-12,Tuesday,2,Daily,17422,,2,100,True,,1371
Ed Sessa,Will Shortz,Normal,2019-11-13,Wednesday,3,Daily,17423,,4,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2019-11-14,Thursday,4,Daily,17421,,2,0,False,,
Debbie Ellerin,Will Shortz,Normal,2019-11-15,Friday,5,Daily,17420,,2,0,False,,
Daniel Larsen,Will Shortz,Normal,2019-11-16,Saturday,6,Daily,17419,,2,0,False,,
Randolph Ross,Will Shortz,Normal,2019-11-17,Sunday,0,Daily,17425,Report Card,4,0,False,,
Alan Arbesfeld,Will Shortz,Normal,2019-11-18,Monday,1,Daily,17458,,2,100,True,,774
Ross Trudeau,Will Shortz,Normal,2019-11-19,Tuesday,2,Daily,17459,,2,100,True,,866
Erik Agard,Will Shortz,Normal,2019-11-20,Wednesday,3,Daily,17454,,2,0,False,,
Aimee Lucido,Will Shortz,Normal,2019-11-21,Thursday,4,Daily,17457,,2,0,False,,
Emily Carroll,Will Shortz,Normal,2019-11-22,Friday,5,Daily,17455,,2,0,False,,
Trenton Charlson,Will Shortz,Normal,2019-11-23,Saturday,6,Daily,17456,,2,0,False,,
Frank Longo,Will Shortz,Normal,2019-11-24,Sunday,0,Daily,17460,Open Wide!,4,0,False,,
Daniel Mauer,Will Shortz,Normal,2019-11-25,Monday,1,Daily,17470,,2,100,True,,1117
Olivia Mitra Framke,Will Shortz,Normal,2019-11-26,Tuesday,2,Daily,17469,,2,0,False,,
Jeff Chen and Matthew Sewell,Will Shortz,Normal,2019-11-27,Wednesday,3,Daily,17464,,2,0,False,,
Timothy Polin,Will Shortz,Normal,2019-11-28,Thursday,4,Daily,17468,,2,0,False,,
Sam Buchbinder,Will Shortz,Normal,2019-11-29,Friday,5,Daily,17467,,2,0,False,,
Joe Deeney,Will Shortz,Normal,2019-11-30,Saturday,6,Daily,17465,,2,0,False,,
Patrick Merrell,Will Shortz,Normal,2019-12-01,Sunday,0,Daily,17466,Actually ...,5,0,False,,
Lynn Lempel,Will Shortz,Normal,2019-12-02,Monday,1,Daily,17508,,2,100,True,Gold,922
Ed Sessa,Will Shortz,Normal,2019-12-03,Tuesday,2,Daily,17507,,2,100,True,,1885
Evan Mahnken,Will Shortz,Normal,2019-12-04,Wednesday,3,Daily,17505,,3,0,False,,
Neville Fogarty,Will Shortz,Normal,2019-12-05,Thursday,4,Daily,17506,,2,0,False,,
Andrew J. Ries,Will Shortz,Normal,2019-12-06,Friday,5,Daily,17504,,2,0,False,,
Kevin G. Der and Erik Agard,Will Shortz,Normal,2019-12-07,Saturday,6,Daily,17503,,2,0,False,,
Emily Carroll,Will Shortz,Normal,2019-12-08,Sunday,0,Daily,17509,"""Lookin' Good!""",4,0,False,,
Ellis Hay,Will Shortz,Normal,2019-12-09,Monday,1,Daily,17528,,2,100,True,,535
Eric Berlin,Will Shortz,Normal,2019-12-10,Tuesday,2,Daily,17527,,2,100,True,,1121
Jake Halperin,Will Shortz,Normal,2019-12-11,Wednesday,3,Daily,17524,,3,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2019-12-12,Thursday,4,Daily,17525,,11,0,False,,
Leslie Rogers,Will Shortz,Normal,2019-12-13,Friday,5,Daily,17526,,2,0,False,,
Ryan McCarty,Will Shortz,Normal,2019-12-14,Saturday,6,Daily,17523,,2,0,False,,
Jeff Chen and Christina Iverson,Will Shortz,Normal,2019-12-15,Sunday,0,Daily,17529,Doing A Double Take,6,0,False,,
Kevin Christian and Howard Barkin,Will Shortz,Normal,2019-12-16,Monday,1,Daily,17571,,2,100,True,,1144
David Levinson Wilk,Will Shortz,Normal,2019-12-17,Tuesday,2,Daily,17572,,2,0,False,,
Margaret Saine,Will Shortz,Normal,2019-12-18,Wednesday,3,Daily,17570,,2,0,False,,
Erik Agard and Andy Kravis,Will Shortz,Normal,2019-12-19,Thursday,4,Daily,17567,,10,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2019-12-20,Friday,5,Daily,17569,,2,0,False,,
Julian Lim,Will Shortz,Normal,2019-12-21,Saturday,6,Daily,17568,,2,0,False,,
Laura Taylor Kinnel,Will Shortz,Normal,2019-12-22,Sunday,0,Daily,17573,Down For The Count,4,0,False,,
Timothy Polin,Will Shortz,Normal,2019-12-23,Monday,1,Daily,17586,,0,100,True,Gold,1299
Alex Eaton-Salners,Will Shortz,Normal,2019-12-24,Tuesday,2,Daily,17583,,0,0,False,,
Bruce Haight,Will Shortz,Normal,2019-12-25,Wednesday,3,Daily,17581,,0,0,False,,
Trenton Charlson,Will Shortz,Normal,2019-12-26,Thursday,4,Daily,17582,,0,0,False,,
Sam Trabucco,Will Shortz,Normal,2019-12-27,Friday,5,Daily,17585,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2019-12-28,Saturday,6,Daily,17584,,0,0,False,,
Andrew Chaikin,Will Shortz,Normal,2019-12-29,Sunday,0,Daily,17587,New Year's Resolutions,0,0,False,,
Gary Larson,Will Shortz,Normal,2019-12-30,Monday,1,Daily,17605,,2,0,False,,
Evan Kalish,Will Shortz,Normal,2019-12-31,Tuesday,2,Daily,17604,,2,0,False,,
Jeff Chen and Christina Iverson,Will Shortz,Normal,2020-01-01,Wednesday,3,Daily,17603,,4,0,False,,
Ed Sessa,Will Shortz,Normal,2020-01-02,Thursday,4,Daily,17601,,2,0,False,,
Will Treece,Will Shortz,Normal,2020-01-03,Friday,5,Daily,17602,,2,0,False,,
Adam Aaronson,Will Shortz,Normal,2020-01-04,Saturday,6,Daily,17600,,2,0,False,,
Will Nediger,Will Shortz,Normal,2020-01-05,Sunday,0,Daily,17606,Stressed Out,4,0,False,,
Tess Davison and Kathy Lowden,Will Shortz,Normal,2020-01-06,Monday,1,Daily,17616,,3,89,False,,810
Ross Trudeau,Will Shortz,Normal,2020-01-07,Tuesday,2,Daily,17614,,2,0,False,,
Joon Pahk and Amanda Yesnowitz,Will Shortz,Normal,2020-01-08,Wednesday,3,Daily,17615,,2,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2020-01-09,Thursday,4,Daily,17613,,2,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2020-01-10,Friday,5,Daily,17612,,2,0,False,,
Andrew J. Ries,Will Shortz,Normal,2020-01-11,Saturday,6,Daily,17611,,2,0,False,,
David Steinberg and Evan Mahnken,Will Shortz,Normal,2020-01-12,Sunday,0,Daily,17617,State Of Confusion,5,0,False,,
Alan Arbesfeld,Will Shortz,Normal,2020-01-13,Monday,1,Daily,17656,,6,67,False,,1066
Jim Peredo,Will Shortz,Normal,2020-01-14,Tuesday,2,Daily,17661,,2,0,False,,
Mary Lou Guizzo,Will Shortz,Normal,2020-01-15,Wednesday,3,Daily,17660,,6,0,False,,
Jeff Chen and Erik Agard,Will Shortz,Normal,2020-01-16,Thursday,4,Daily,17659,,6,0,False,,
Ryan Patrick Smith,Will Shortz,Normal,2020-01-17,Friday,5,Daily,17657,,2,0,False,,
Ryan McCarty,Will Shortz,Normal,2020-01-18,Saturday,6,Daily,17658,,2,0,False,,
Victor Barocas,Will Shortz,Normal,2020-01-19,Sunday,0,Daily,17662,Biotechnology,4,0,False,,
Evan Kalish,Will Shortz,Normal,2020-01-20,Monday,1,Daily,17684,,2,100,True,,880
Carl Larson,Will Shortz,Normal,2020-01-21,Tuesday,2,Daily,17681,,2,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2020-01-22,Wednesday,3,Daily,17680,,2,0,False,,
Barbara Lin,Will Shortz,Normal,2020-01-23,Thursday,4,Daily,17679,,2,0,False,,
Scott Earl,Will Shortz,Normal,2020-01-24,Friday,5,Daily,17683,,2,0,False,,
Stella Zawistowski,Will Shortz,Normal,2020-01-25,Saturday,6,Daily,17682,,2,0,False,,
Erik Agard,Will Shortz,Normal,2020-01-26,Sunday,0,Daily,17685,Food Engineering,4,0,False,,
Timothy Polin,Will Shortz,Normal,2020-01-27,Monday,1,Daily,17709,,2,100,True,Gold,1069
Trenton Charlson,Will Shortz,Normal,2020-01-28,Tuesday,2,Daily,17708,,2,0,False,,
Jeremy Newton,Will Shortz,Normal,2020-01-29,Wednesday,3,Daily,17707,,2,0,False,,
Emily Carroll,Will Shortz,Normal,2020-01-30,Thursday,4,Daily,17704,,2,0,False,,
John Guzzetta and Michael Hawkins,Will Shortz,Normal,2020-01-31,Friday,5,Daily,17706,,2,0,False,,
Mark Diehl,Will Shortz,Normal,2020-02-01,Saturday,6,Daily,17705,,2,0,False,,
Christopher Adams and Brian Herrick,Will Shortz,Normal,2020-02-02,Sunday,0,Daily,17710,Audubon Society,4,0,False,,
Michael Schlossberg,Will Shortz,Normal,2020-02-03,Monday,1,Daily,17769,,0,100,True,,861
Alex Eaton-Salners and Queena Mewers,Will Shortz,Normal,2020-02-04,Tuesday,2,Daily,17765,,2,100,True,,1527
Ross Trudeau,Will Shortz,Normal,2020-02-05,Wednesday,3,Daily,17764,,2,0,False,,
Jake Halperin,Will Shortz,Normal,2020-02-06,Thursday,4,Daily,17763,,2,0,False,,
Erik Agard and Mary Lou Guizzo,Will Shortz,Normal,2020-02-07,Friday,5,Daily,17762,,5,0,False,,
Hemant Mehta,Will Shortz,Normal,2020-02-08,Saturday,6,Daily,17761,,2,0,False,,
Brian Kulman,Will Shortz,Normal,2020-02-09,Sunday,0,Daily,17770,The Emoji Movie,19,0,False,,
Bruce Haight,Will Shortz,Normal,2020-02-10,Monday,1,Daily,17784,,0,100,True,,1119
Neil Padrick Wilson and Jeff Chen,Will Shortz,Normal,2020-02-11,Tuesday,2,Daily,17779,,0,100,True,,1175
Rich Proulx,Will Shortz,Normal,2020-02-12,Wednesday,3,Daily,17782,,0,0,False,,
Amanda Chung and Karl Ni,Will Shortz,Normal,2020-02-13,Thursday,4,Daily,17781,,0,0,False,,
Daniel Larsen,Will Shortz,Normal,2020-02-14,Friday,5,Daily,17778,,0,5,False,,94
Randolph Ross,Will Shortz,Normal,2020-02-15,Saturday,6,Daily,17780,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2020-02-16,Sunday,0,Daily,17783,Number Theory,0,0,False,,
Sally Hoelscher,Will Shortz,Normal,2020-02-17,Monday,1,Daily,17797,,0,100,True,Gold,646
John Guzzetta,Will Shortz,Normal,2020-02-18,Tuesday,2,Daily,17795,,0,100,True,,1613
Alex Eaton-Salners,Will Shortz,Normal,2020-02-19,Wednesday,3,Daily,17796,,0,79,False,,1596
Joe Deeney,Will Shortz,Normal,2020-02-20,Thursday,4,Daily,17800,,18,0,False,,
Erik Agard and Anne Flinchbaugh,Will Shortz,Normal,2020-02-21,Friday,5,Daily,17798,,0,0,False,,
Trenton Charlson,Will Shortz,Normal,2020-02-22,Saturday,6,Daily,17794,,0,0,False,,
Sophia and David Maymudes,Will Shortz,Normal,2020-02-23,Sunday,0,Daily,17799,Resolved,0,0,False,,
Jacob Stulberg,Will Shortz,Normal,2020-02-24,Monday,1,Daily,17877,,0,100,True,,1444
Peter Gordon,Will Shortz,Normal,2020-02-25,Tuesday,2,Daily,17873,,0,100,True,,1247
Francis Heaney,Will Shortz,Normal,2020-02-26,Wednesday,3,Daily,17875,,0,100,True,,1220
Andrew Kingsley and John Lieb,Will Shortz,Normal,2020-02-27,Thursday,4,Daily,17878,,24,0,False,,
Aimee Lucido,Will Shortz,Normal,2020-02-28,Friday,5,Daily,17872,,0,0,False,,
Andrew J. Ries,Will Shortz,Normal,2020-02-29,Saturday,6,Daily,17874,,0,0,False,,
Sam Trabucco,Will Shortz,Normal,2020-03-01,Sunday,0,Daily,17876,Letter Dictation,0,0,False,,
Andrea Carla Michaels,Will Shortz,Normal,2020-03-02,Monday,1,Daily,17884,,0,100,True,,780
Lynn Lempel,Will Shortz,Normal,2020-03-03,Tuesday,2,Daily,17886,,0,72,False,,835
Tracy Gray,Will Shortz,Normal,2020-03-04,Wednesday,3,Daily,17887,,0,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2020-03-05,Thursday,4,Daily,17885,,0,0,False,,
Caitlin Reid,Will Shortz,Normal,2020-03-06,Friday,5,Daily,17888,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2020-03-07,Saturday,6,Daily,17889,,0,0,False,,
Laura Taylor Kinnel,Will Shortz,Normal,2020-03-08,Sunday,0,Daily,17890,What's Shaking?,13,0,False,,
John Lampkin,Will Shortz,Normal,2020-03-09,Monday,1,Daily,17929,,0,100,True,,1038
David J. Kahn,Will Shortz,Normal,2020-03-10,Tuesday,2,Daily,17926,,0,100,True,,1420
Erik Agard,Will Shortz,Normal,2020-03-11,Wednesday,3,Daily,17924,,0,0,False,,
Ruth Bloomfield Margolin,Will Shortz,Normal,2020-03-12,Thursday,4,Daily,17928,,0,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2020-03-13,Friday,5,Daily,17930,,3,0,False,,
Peter Wentz,Will Shortz,Normal,2020-03-14,Saturday,6,Daily,17923,,0,0,False,,
Nancy Stark and Will Nediger,Will Shortz,Normal,2020-03-15,Sunday,0,Daily,17927,"Ready, Set ... Gets Low!",0,0,False,,
Gary Cee,Will Shortz,Normal,2020-03-16,Monday,1,Daily,17954,,0,100,True,,1118
Ross Trudeau,Will Shortz,Normal,2020-03-17,Tuesday,2,Daily,17957,,0,100,True,,1089
Ricky Cruz,Will Shortz,Normal,2020-03-18,Wednesday,3,Daily,17955,,0,0,False,,
Wayne Bergman and Gary Otting,Will Shortz,Normal,2020-03-19,Thursday,4,Daily,17951,,0,0,False,,
Wyna Liu and Paolo Pasco,Will Shortz,Normal,2020-03-20,Friday,5,Daily,17952,,0,0,False,,
Damon Gulczynski,Will Shortz,Normal,2020-03-21,Saturday,6,Daily,17956,,0,0,False,,
Brendan Emmett Quigley,Will Shortz,Normal,2020-03-22,Sunday,0,Daily,17953,Bring Your 'A' Game,0,0,False,,
Ed Sessa,Will Shortz,Normal,2020-03-23,Monday,1,Daily,17979,,0,100,True,,914
Olivia Mitra Framke,Will Shortz,Normal,2020-03-24,Tuesday,2,Daily,17977,,0,100,True,Gold,897
Laura Taylor Kinnel,Will Shortz,Normal,2020-03-25,Wednesday,3,Daily,17978,,0,100,True,,1361
Alex Eaton-Salners,Will Shortz,Normal,2020-03-26,Thursday,4,Daily,17976,,0,100,True,,1724
Kyle Dolan,Will Shortz,Normal,2020-03-27,Friday,5,Daily,17975,,0,100,True,,2160
Erik Agard,Will Shortz,Normal,2020-03-28,Saturday,6,Daily,17974,,0,0,False,,
Ricky Cruz,Will Shortz,Normal,2020-03-29,Sunday,0,Daily,17982,Keep The Change,5,0,False,,
Lee Taylor,Will Shortz,Normal,2020-03-30,Monday,1,Daily,17996,,0,100,True,,730
Christina Iverson and Ross Trudeau,Will Shortz,Normal,2020-03-31,Tuesday,2,Daily,17994,,0,100,True,,786
John Ficarra and Patrick Merrell,Will Shortz,Normal,2020-04-01,Wednesday,3,Daily,17995,,0,0,False,,
Evan Mahnken,Will Shortz,Normal,2020-04-02,Thursday,4,Daily,17993,,0,0,False,,
Joe Deeney,Will Shortz,Normal,2020-04-03,Friday,5,Daily,17997,,0,0,False,,
Yacob Yonas,Will Shortz,Normal,2020-04-04,Saturday,6,Daily,17998,,0,0,False,,
Jim Peredo,Will Shortz,Normal,2020-04-05,Sunday,0,Daily,17992,Double Talk,0,0,False,,
Andrea Carla Michaels and Brian Thomas,Will Shortz,Normal,2020-04-06,Monday,1,Daily,18011,,0,100,True,Gold,1044
Trent H. Evans,Will Shortz,Normal,2020-04-07,Tuesday,2,Daily,18013,,0,100,True,,1103
Sam Buchbinder,Will Shortz,Normal,2020-04-08,Wednesday,3,Daily,18012,,0,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2020-04-09,Thursday,4,Daily,18010,,0,0,False,,
Byron Walden,Will Shortz,Normal,2020-04-10,Friday,5,Daily,18008,,0,0,False,,
Erik Agard and Wyna Liu,Will Shortz,Normal,2020-04-11,Saturday,6,Daily,18014,,0,0,False,,
Joel Fagliano,Will Shortz,Normal,2020-04-12,Sunday,0,Daily,18009,Barista Training Day,0,0,False,,
Evan Kalish,Will Shortz,Normal,2020-04-13,Monday,1,Daily,18028,,0,100,True,Gold,851
Joe Hansen,Will Shortz,Normal,2020-04-14,Tuesday,2,Daily,18032,,0,100,True,Gold,865
John-Clark Levin and Jeff Chen,Will Shortz,Normal,2020-04-15,Wednesday,3,Daily,18031,,0,0,False,,
Alan Arbesfeld,Will Shortz,Normal,2020-04-16,Thursday,4,Daily,18029,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2020-04-17,Friday,5,Daily,18027,,0,0,False,,
Ryan McCarty,Will Shortz,Normal,2020-04-18,Saturday,6,Daily,18030,,0,0,False,,
Jack Mowat and Jeff Chen,Will Shortz,Normal,2020-04-19,Sunday,0,Daily,18026,Of Course!,0,0,False,,
Lynn Lempel,Will Shortz,Normal,2020-04-20,Monday,1,Daily,18096,,0,100,True,,1034
Andrew Kingsley,Will Shortz,Normal,2020-04-21,Tuesday,2,Daily,18100,,0,100,True,Gold,2096
Jules Markey,Will Shortz,Normal,2020-04-22,Wednesday,3,Daily,18098,,0,100,True,,2045
Yacob Yonas and Erik Agard,Will Shortz,Normal,2020-04-23,Thursday,4,Daily,18095,,0,0,False,,
John Guzzetta,Will Shortz,Normal,2020-04-24,Friday,5,Daily,18097,,0,0,False,,
Andrew J. Ries,Will Shortz,Normal,2020-04-25,Saturday,6,Daily,18099,,0,0,False,,
Royce Ferguson,Will Shortz,Normal,2020-04-26,Sunday,0,Daily,18094,"Turn, Turn, Turn",0,0,False,,
Ed Sessa,Will Shortz,Normal,2020-04-27,Monday,1,Daily,18180,,0,100,True,,773
Joel Fagliano,Will Shortz,Normal,2020-04-28,Tuesday,2,Daily,18174,,0,100,True,,1901
Joe DiPietro,Will Shortz,Normal,2020-04-29,Wednesday,3,Daily,18177,,0,41,False,,373
Caitlin Reid,Will Shortz,Normal,2020-04-30,Thursday,4,Daily,18178,,0,0,False,,
Trenton Charlson,Will Shortz,Normal,2020-05-01,Friday,5,Daily,18175,,0,0,False,,
Paolo Pasco,Will Shortz,Normal,2020-05-02,Saturday,6,Daily,18179,,0,0,False,,
Ben Zimmer and Brendan Emmett Quigley,Will Shortz,Normal,2020-05-03,Sunday,0,Daily,18176,Shifting Sounds,0,0,False,,
Emily Carroll,Will Shortz,Normal,2020-05-04,Monday,1,Daily,18217,,0,100,True,Gold,1094
Lee Taylor,Will Shortz,Normal,2020-05-05,Tuesday,2,Daily,18219,,0,100,True,,1283
Ali Gascoigne,Will Shortz,Normal,2020-05-06,Wednesday,3,Daily,18218,,0,0,False,,
Bruce Haight and Peter A. Collins,Will Shortz,Normal,2020-05-07,Thursday,4,Daily,18220,,0,0,False,,
Daniel Larsen,Will Shortz,Normal,2020-05-08,Friday,5,Daily,18216,,0,0,False,,
Erik Agard and Miriam Estrin,Will Shortz,Normal,2020-05-09,Saturday,6,Daily,18215,,0,0,False,,
Adam Fromm,Will Shortz,Normal,2020-05-10,Sunday,0,Daily,18221,Border Crossings,0,0,False,,
Ross Trudeau,Will Shortz,Normal,2020-05-11,Monday,1,Daily,18229,,0,0,False,,
Tom Pepper and Zhouqin Burnikel,Will Shortz,Normal,2020-05-12,Tuesday,2,Daily,18230,,0,0,False,,
Benjamin Kramer,Will Shortz,Normal,2020-05-13,Wednesday,3,Daily,18231,,0,0,False,,
Michael Schlossberg,Will Shortz,Normal,2020-05-14,Thursday,4,Daily,18234,,0,0,False,,
Christopher Adams,Will Shortz,Normal,2020-05-15,Friday,5,Daily,18232,,0,0,False,,
Tracy Gray and Jeff Chen,Will Shortz,Normal,2020-05-16,Saturday,6,Daily,18228,,0,0,False,,
Byron Walden,Will Shortz,Normal,2020-05-17,Sunday,0,Daily,18233,Wide-Open Spaces,0,0,False,,
Christina Iverson,Will Shortz,Normal,2020-05-18,Monday,1,Daily,18250,,0,0,False,,
Trent H. Evans,Will Shortz,Normal,2020-05-19,Tuesday,2,Daily,18245,,0,0,False,,
 Andy Kravis and The J.A.S.A. Crossword Class and Natan Last,Will Shortz,Normal,2020-05-20,Wednesday,3,Daily,18246,,0,0,False,,
Andrew Kingsley,Will Shortz,Normal,2020-05-21,Thursday,4,Daily,18244,,0,0,False,,
Hal Moore,Will Shortz,Normal,2020-05-22,Friday,5,Daily,18248,,0,0,False,,
Wyna Liu and Erik Agard,Will Shortz,Normal,2020-05-23,Saturday,6,Daily,18249,,0,0,False,,
Andrew Chaikin,Will Shortz,Normal,2020-05-24,Sunday,0,Daily,18247,The Mystery of McGuffin Manor,0,0,False,,
Andrea Carla Michaels and Victor Barocas,Will Shortz,Normal,2020-05-25,Monday,1,Daily,18290,,0,100,True,,860
Neville Fogarty,Will Shortz,Normal,2020-05-26,Tuesday,2,Daily,18288,,0,100,True,,1716
Chris A. McGlothlin,Will Shortz,Normal,2020-05-27,Wednesday,3,Daily,18289,,0,0,False,,
Tracy Bennett,Will Shortz,Normal,2020-05-28,Thursday,4,Daily,18286,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2020-05-29,Friday,5,Daily,18285,,0,0,False,,
Brian Thomas,Will Shortz,Normal,2020-05-30,Saturday,6,Daily,18287,,0,0,False,,
Lewis Rothlein and Jeff Chen,Will Shortz,Normal,2020-05-31,Sunday,0,Daily,18284,What Goes Up Must Come Down,0,0,False,,
Erik Agard,Will Shortz,Normal,2020-06-01,Monday,1,Daily,18298,,0,0,False,,
John Guzzetta,Will Shortz,Normal,2020-06-02,Tuesday,2,Daily,18302,,0,0,False,,
Johanna Fenimore,Will Shortz,Normal,2020-06-03,Wednesday,3,Daily,18301,,0,0,False,,
Barbara Lin,Will Shortz,Normal,2020-06-04,Thursday,4,Daily,18300,,0,0,False,,
John Wrenholt,Will Shortz,Normal,2020-06-05,Friday,5,Daily,18297,,0,0,False,,
Doug Peterson,Will Shortz,Normal,2020-06-06,Saturday,6,Daily,18299,,0,0,False,,
Andy Kravis,Will Shortz,Normal,2020-06-07,Sunday,0,Daily,18296,Surplus Store,0,0,False,,
Kyle Dolan,Will Shortz,Normal,2020-06-08,Monday,1,Daily,18318,,0,100,True,,615
Freddie Cheng,Will Shortz,Normal,2020-06-09,Tuesday,2,Daily,18319,,0,0,False,,
Amanda Rafkin and Ross Trudeau,Will Shortz,Normal,2020-06-10,Wednesday,3,Daily,18315,,0,0,False,,
Peter A. Collins,Will Shortz,Normal,2020-06-11,Thursday,4,Daily,18317,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2020-06-12,Friday,5,Daily,18314,,0,0,False,,
Trenton Charlson,Will Shortz,Normal,2020-06-13,Saturday,6,Daily,18316,,0,0,False,,
Randolph Ross,Will Shortz,Normal,2020-06-14,Sunday,0,Daily,18313,Making Arrangements,0,0,False,,
Olivia Mitra Framke,Will Shortz,Normal,2020-06-15,Monday,1,Daily,18334,,0,0,False,,
Alex Eaton-Salners,Will Shortz,Normal,2020-06-16,Tuesday,2,Daily,18330,,0,0,False,,
Daniel Raymon,Will Shortz,Normal,2020-06-17,Wednesday,3,Daily,18335,,0,0,False,,
Ricky Cruz,Will Shortz,Normal,2020-06-18,Thursday,4,Daily,18333,,0,0,False,,
Greg Johnson,Will Shortz,Normal,2020-06-19,Friday,5,Daily,18331,,0,0,False,,
Stella Zawistowski,Will Shortz,Normal,2020-06-20,Saturday,6,Daily,18332,,0,0,False,,
Byron and Harrison Walden,Will Shortz,Normal,2020-06-21,Sunday,0,Daily,18336,Animal Crossings,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2020-06-22,Monday,1,Daily,18354,,0,100,True,,728
