author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
David A. Rubin and Lee Demertzis,Will Shortz,Normal,2023-09-15,Friday,5,Daily,21326,,0,0,False,,
Jonathan Kaufman,Will Shortz,Normal,2023-09-16,Saturday,6,Daily,21317,,0,0,False,,
Jill Rafaloff and Michelle Sontarp,Will Shortz,Normal,2023-09-17,Sunday,0,Daily,21333,Classical Music,0,0,False,,
Kevin Christian and Andrea Carla Michaels,Will Shortz,Normal,2023-09-18,Monday,1,Daily,21325,,0,100,True,Gold,779
Gia Bosko,Will Shortz,Normal,2023-09-19,Tuesday,2,Daily,21328,,0,84,False,,1677
Gina Turner,Will Shortz,Normal,2023-09-20,Wednesday,3,Daily,21341,,0,70,False,,633
Dan Caprera,Will Shortz,Normal,2023-09-21,Thursday,4,Daily,21376,,0,0,False,,
Rafael Musa and Michael Lieberman,Will Shortz,Normal,2023-09-22,Friday,5,Daily,21343,,0,0,False,,
Robert Charlton,Will Shortz,Normal,2023-09-23,Saturday,6,Daily,21344,,0,0,False,,
Joel Fagliano and Christina Iverson,Will Shortz,Normal,2023-09-24,Sunday,0,Daily,21385,Rebrandings,0,0,False,,
Lynn Lempel,Will Shortz,Normal,2023-09-25,Monday,1,Daily,21366,,0,100,True,Gold,519
Shannon Rapp and Rebecca Goldstein,Will Shortz,Normal,2023-09-26,Tuesday,2,Daily,21357,,0,100,True,,1192
Scott Koenig,Will Shortz,Normal,2023-09-27,Wednesday,3,Daily,21367,,0,83,False,,1593
Ricky Cruz,Will Shortz,Normal,2023-09-28,Thursday,4,Daily,21228,,0,0,False,,
Malaika Handa,Will Shortz,Normal,2023-09-29,Friday,5,Daily,21346,,0,0,False,,
Ahmed  Bayoumi,Will Shortz,Normal,2023-09-30,Saturday,6,Daily,21347,,0,0,False,,
Jeffrey Lease,Will Shortz,Normal,2023-10-01,Sunday,0,Daily,21374,Film Adaptations,0,0,False,,
Alexandria Mason,Will Shortz,Normal,2023-10-02,Monday,1,Daily,21381,,0,100,True,,782
Troy Laedtke,Will Shortz,Normal,2023-10-03,Tuesday,2,Daily,21363,,0,100,True,,1567
Gary Larson,Will Shortz,Normal,2023-10-04,Wednesday,3,Daily,21364,,0,0,False,,
Daniel Bodily,Will Shortz,Normal,2023-10-05,Thursday,4,Daily,21368,,0,0,False,,
Zhouqin Burnikel and Tom Pepper,Will Shortz,Normal,2023-10-06,Friday,5,Daily,21380,,0,0,False,,
Alex Vratsanos,Will Shortz,Normal,2023-10-07,Saturday,6,Daily,21379,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2023-10-08,Sunday,0,Daily,21389,Tones of Voice,0,0,False,,
Zachary David Levy,Will Shortz,Normal,2023-10-09,Monday,1,Daily,21382,,0,100,True,,732
Nate Cardin,Will Shortz,Normal,2023-10-10,Tuesday,2,Daily,21387,,0,90,False,,664
Miranda Kany,Will Shortz,Normal,2023-10-11,Wednesday,3,Daily,21399,,0,0,False,,
John Nagamichi Cho,Will Shortz,Normal,2023-10-12,Thursday,4,Daily,21388,,0,0,False,,
John-Clark Levin,Will Shortz,Normal,2023-10-13,Friday,5,Daily,21383,,0,0,False,,
Byron Walden,Will Shortz,Normal,2023-10-14,Saturday,6,Daily,21406,,0,0,False,,
Jeff Chen and Juliana Tringali Golden,Will Shortz,Normal,2023-10-15,Sunday,0,Daily,21402,Doing Doughnuts,0,0,False,,
Michael Lieberman and Andrea Carla Michaels,Will Shortz,Normal,2023-10-16,Monday,1,Daily,21396,,0,100,True,,428
Dominic Grillo,Will Shortz,Normal,2023-10-17,Tuesday,2,Daily,21405,,0,43,False,,253
Joseph Gangi,Will Shortz,Normal,2023-10-18,Wednesday,3,Daily,21397,,0,0,False,,
Colin Ernst,Will Shortz,Normal,2023-10-19,Thursday,4,Daily,21412,,0,0,False,,
Jacob McDermott,Will Shortz,Normal,2023-10-20,Friday,5,Daily,21445,,0,0,False,,
Kelly Morenus,Will Shortz,Normal,2023-10-21,Saturday,6,Daily,21413,,0,0,False,,
Robert Ryan,Will Shortz,Normal,2023-10-22,Sunday,0,Daily,21422,You're Onto Something,0,0,False,,
Stella Zawistowski,Will Shortz,Normal,2023-10-23,Monday,1,Daily,21423,,0,0,False,,
Daniel Grinberg,Will Shortz,Normal,2023-10-24,Tuesday,2,Daily,21414,,0,0,False,,
Aimee Lucido,Will Shortz,Normal,2023-10-25,Wednesday,3,Daily,21411,,0,0,False,,
John Donegan,Will Shortz,Normal,2023-10-26,Thursday,4,Daily,21427,,0,0,False,,
Adrian Johnson,Will Shortz,Normal,2023-10-27,Friday,5,Daily,21418,,0,0,False,,
Ryan McCarty,Will Shortz,Normal,2023-10-28,Saturday,6,Daily,21424,,0,0,False,,
Alina Abidi,Will Shortz,Normal,2023-10-29,Sunday,0,Daily,21429,Fabric-ations,0,0,False,,
Kenneth Cortes,Will Shortz,Normal,2023-10-30,Monday,1,Daily,21425,,0,100,True,,655
Kathy Lowden and Erik Piepenburg,Will Shortz,Normal,2023-10-31,Tuesday,2,Daily,21463,,0,0,False,,
Steve Weyer,Will Shortz,Normal,2023-11-01,Wednesday,3,Daily,21428,,0,0,False,,
Chase Dittrich and Christina Iverson,Will Shortz,Normal,2023-11-02,Thursday,4,Daily,21465,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2023-11-03,Friday,5,Daily,21437,,0,0,False,,
David P. Williams,Will Shortz,Normal,2023-11-04,Saturday,6,Daily,21436,,0,0,False,,
Rich Katz,Will Shortz,Normal,2023-11-05,Sunday,0,Daily,21449,Double Talk,0,0,False,,
Desirée Penner and Jeff Sinnock,Will Shortz,Normal,2023-11-06,Monday,1,Daily,21447,,0,100,False,,1570
Kevin Curry and Daniel Bodily,Will Shortz,Normal,2023-11-07,Tuesday,2,Daily,21448,,0,0,False,,
Daniel Hrynick,Will Shortz,Normal,2023-11-08,Wednesday,3,Daily,21451,,0,0,False,,
Simeon Seigel,Will Shortz,Normal,2023-11-09,Thursday,4,Daily,21342,,0,0,False,,
Kate Hawkins,Will Shortz,Normal,2023-11-10,Friday,5,Daily,21475,,0,0,False,,
Blake Slonecker,Will Shortz,Normal,2023-11-11,Saturday,6,Daily,21464,,0,0,False,,
Garrett Chalfin,Will Shortz,Normal,2023-11-12,Sunday,0,Daily,21467,Right on the Money,0,0,False,,
Benjamin Fink,Will Shortz,Normal,2023-11-13,Monday,1,Daily,21478,,0,0,False,,
Matthew Linzer,Will Shortz,Normal,2023-11-14,Tuesday,2,Daily,21477,,0,0,False,,
Gary Larson,Will Shortz,Normal,2023-11-15,Wednesday,3,Daily,21479,,0,0,False,,
Paolo Pasco,Will Shortz,Normal,2023-11-16,Thursday,4,Daily,21476,,0,0,False,,
Hemant Mehta,Will Shortz,Normal,2023-11-17,Friday,5,Daily,21489,,0,0,False,,
Hoang-Kim Vu,Will Shortz,Normal,2023-11-18,Saturday,6,Daily,21481,,0,0,False,,
Rebecca Goldstein and Rachel Fabi,Will Shortz,Normal,2023-11-19,Sunday,0,Daily,21480,Thanksgiving Meal Prep,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2023-11-20,Monday,1,Daily,21493,,0,100,True,,1037
Kevin Christian and Andrea Carla Michaels,Will Shortz,Normal,2023-11-21,Tuesday,2,Daily,21491,,0,63,False,,516
Will Pfadenhauer,Will Shortz,Normal,2023-11-22,Wednesday,3,Daily,21506,,0,0,False,,
Vasu Seralathan,Will Shortz,Normal,2023-11-23,Thursday,4,Daily,21490,,0,0,False,,
Rafael Musa,Will Shortz,Normal,2023-11-24,Friday,5,Daily,21505,,0,0,False,,
Jeff Stillman,Will Shortz,Normal,2023-11-25,Saturday,6,Daily,21508,,0,0,False,,
Adam Wagner and Michael Lieberman,Will Shortz,Normal,2023-11-26,Sunday,0,Daily,21492,Growth Spurts,0,0,False,,
Ricky J. Sirois,Will Shortz,Normal,2023-11-27,Monday,1,Daily,21504,,0,79,False,,514
Gia Bosko,Will Shortz,Normal,2023-11-28,Tuesday,2,Daily,21509,,0,0,False,,
Ruth Bloomfield Margolin,Will Shortz,Normal,2023-11-29,Wednesday,3,Daily,21549,,0,0,False,,
Jeffrey Martinovic and Jeff Chen,Will Shortz,Normal,2023-11-30,Thursday,4,Daily,21507,,0,0,False,,
Jem Burch,Will Shortz,Normal,2023-12-01,Friday,5,Daily,21517,,0,0,False,,
Royce Ferguson,Will Shortz,Normal,2023-12-02,Saturday,6,Daily,21529,,0,0,False,,
Tracy Bennett,Will Shortz,Normal,2023-12-03,Sunday,0,Daily,21512,Freestyling,0,0,False,,
Sean Ziebarth,Will Shortz,Normal,2023-12-04,Monday,1,Daily,21524,,0,100,True,,783
Nate Cardin,Will Shortz,Normal,2023-12-05,Tuesday,2,Daily,21539,,0,100,True,,786
Peter A. Collins and Bruce Haight,Will Shortz,Normal,2023-12-06,Wednesday,3,Daily,21527,,0,0,False,,
Rebecca Goldstein,Will Shortz,Normal,2023-12-07,Thursday,4,Daily,21528,,0,0,False,,
Robert Logan,Will Shortz,Normal,2023-12-08,Friday,5,Daily,21543,,0,0,False,,
Doug Peterson and Christina Iverson,Will Shortz,Normal,2023-12-09,Saturday,6,Daily,21525,,0,0,False,,
Zachary David Levy and Jeff Chen,Will Shortz,Normal,2023-12-10,Sunday,0,Daily,21518,Political Pun-ditry,0,0,False,,
Luke K. Schreiber,Will Shortz,Normal,2023-12-11,Monday,1,Daily,21546,,0,100,True,Gold,563
Peter Gordon,Will Shortz,Normal,2023-12-12,Tuesday,2,Daily,21542,,0,77,False,,706
Alex Eaton-Salners,Will Shortz,Normal,2023-12-13,Wednesday,3,Daily,21550,,0,0,False,,
Esha Datta,Will Shortz,Normal,2023-12-14,Thursday,4,Daily,21515,,0,0,False,,
Alex Tomlinson,Will Shortz,Normal,2023-12-15,Friday,5,Daily,21547,,0,0,False,,
Garrett Chalfin,Will Shortz,Normal,2023-12-16,Saturday,6,Daily,21551,,0,0,False,,
Jeremy Newton,Will Shortz,Normal,2023-12-17,Sunday,0,Daily,21526,Get Over It,0,0,False,,
Joe Marquez,Will Shortz,Normal,2023-12-18,Monday,1,Daily,21545,,0,2,False,,17
Seth Weitberg,Will Shortz,Normal,2023-12-19,Tuesday,2,Daily,21544,,0,0,False,,
Brad Wiegmann,Will Shortz,Normal,2023-12-20,Wednesday,3,Daily,21566,,0,0,False,,
David Steinberg,Will Shortz,Normal,2023-12-21,Thursday,4,Daily,21548,,0,0,False,,
Brooke Husic and Brendan Emmett Quigley,Will Shortz,Normal,2023-12-22,Friday,5,Daily,21579,,0,0,False,,
Will Nediger,Will Shortz,Normal,2023-12-23,Saturday,6,Daily,21560,,0,0,False,,
Drew Schmenner,Will Shortz,Normal,2023-12-24,Sunday,0,Daily,21568,Wrap Stars,0,0,False,,
Amie Walker,Will Shortz,Normal,2023-12-25,Monday,1,Daily,21567,,0,100,True,,1032
Neil Shook,Will Shortz,Normal,2023-12-26,Tuesday,2,Daily,21564,,0,0,False,,
Kareem Ayas,Will Shortz,Normal,2023-12-27,Wednesday,3,Daily,21563,,0,0,False,,
Kiran Pandey,Will Shortz,Normal,2023-12-28,Thursday,4,Daily,21608,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2023-12-29,Friday,5,Daily,21609,,0,0,False,,
Simeon Seigel,Will Shortz,Normal,2023-12-30,Saturday,6,Daily,21565,,0,0,False,,
Matt Linzer and Rafael Musa,Will Shortz,Normal,2023-12-31,Sunday,0,Daily,21592,It's Going Down,0,0,False,,
Harry Zheng,Will Shortz,Normal,2024-01-01,Monday,1,Daily,21588,,0,100,True,,622
Jeffrey Martinovic,Will Shortz,Normal,2024-01-02,Tuesday,2,Daily,21607,,0,100,True,,1271
Jared Goudsmit,Will Shortz,Normal,2024-01-03,Wednesday,3,Daily,21596,,0,96,False,,1721
Chase Dittrich and Christina Iverson,Will Shortz,Normal,2024-01-04,Thursday,4,Daily,21557,,0,0,False,,
David P. Williams,Will Shortz,Normal,2024-01-05,Friday,5,Daily,21613,,0,0,False,,
Ben Tolkin and Julian Xiao,Will Shortz,Normal,2024-01-06,Saturday,6,Daily,21611,,0,0,False,,
Michael Schlossberg,Will Shortz,Normal,2024-01-07,Sunday,0,Daily,21552,Gimme a Second!,0,0,False,,
Nate Cardin,Will Shortz,Normal,2024-01-08,Monday,1,Daily,21626,,0,0,False,,
Adam Wagner,Will Shortz,Normal,2024-01-09,Tuesday,2,Daily,21614,,0,0,False,,
Chloe Revery and Alissa Revness,Will Shortz,Normal,2024-01-10,Wednesday,3,Daily,21604,,0,0,False,,
Damon Gulczynski,Will Shortz,Normal,2024-01-11,Thursday,4,Daily,21541,,0,0,False,,
Hemant Mehta,Will Shortz,Normal,2024-01-12,Friday,5,Daily,21620,,0,0,False,,
Hoang-Kim Vu,Will Shortz,Normal,2024-01-13,Saturday,6,Daily,21625,,0,0,False,,
John Kugelman,Will Shortz,Normal,2024-01-14,Sunday,0,Daily,21610,"Er, In Other Words …",0,0,False,,
Peter A. Collins,Will Shortz,Normal,2024-01-15,Monday,1,Daily,21615,,0,0,False,,
Marshal Herrmann,Will Shortz,Normal,2024-01-16,Tuesday,2,Daily,21622,,0,0,False,,
Morton J. Mendelson,Will Shortz,Normal,2024-01-17,Wednesday,3,Daily,21647,,0,0,False,,
Jon Michnovicz and Carl Michnovicz,Will Shortz,Normal,2024-01-18,Thursday,4,Daily,21648,,0,0,False,,
Jacob McDermott,Will Shortz,Normal,2024-01-19,Friday,5,Daily,21645,,0,0,False,,
Caitlin Reid and Matthew Stock,Will Shortz,Normal,2024-01-20,Saturday,6,Daily,21623,,0,0,False,,
John Westwig,Will Shortz,Normal,2024-01-21,Sunday,0,Daily,21639,Funny Business,0,0,False,,
Jake Halperin,Will Shortz,Normal,2024-01-22,Monday,1,Daily,21638,,0,88,False,,788
Patrick Maher,Will Shortz,Normal,2024-01-23,Tuesday,2,Daily,21637,,0,0,False,,
John-Clark Levin,Will Shortz,Normal,2024-01-24,Wednesday,3,Daily,21655,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2024-01-25,Thursday,4,Daily,21629,,0,0,False,,
Sarah Sinclair and Rafael Musa,Will Shortz,Normal,2024-01-26,Friday,5,Daily,21627,,0,0,False,,
Grace Warrington and Greg Warrington,Will Shortz,Normal,2024-01-27,Saturday,6,Daily,21654,,0,0,False,,
Nathan Hasegawa,Will Shortz,Normal,2024-01-28,Sunday,0,Daily,21649,Hammer Time ,0,0,False,,
Garrett Chalfin and Andrew Kingsley,Will Shortz,Normal,2024-01-29,Monday,1,Daily,21656,,0,91,False,,686
Freddie Cheng,Will Shortz,Normal,2024-01-30,Tuesday,2,Daily,21658,,0,0,False,,
Nathan Hale,Will Shortz,Normal,2024-01-31,Wednesday,3,Daily,21657,,0,0,False,,
Simeon Seigel,Will Shortz,Normal,2024-02-01,Thursday,4,Daily,21660,,0,0,False,,
Ryan Judge,Will Shortz,Normal,2024-02-02,Friday,5,Daily,21662,,0,0,False,,
Carolyn Davies Lynch and Jeff Chen,Will Shortz,Normal,2024-02-03,Saturday,6,Daily,21659,,0,0,False,,
Daniel Grinberg,Will Shortz,Normal,2024-02-04,Sunday,0,Daily,21661,Punch Lines ,0,0,False,,
Desirée Penner and Jeff Sinnock,Will Shortz,Normal,2024-02-05,Monday,1,Daily,21668,,0,0,False,,
Victor Barocas,Will Shortz,Normal,2024-02-06,Tuesday,2,Daily,21667,,0,0,False,,
Daniel Mauer,Will Shortz,Normal,2024-02-07,Wednesday,3,Daily,21678,,0,0,False,,
Samuel A. Donaldson,Will Shortz,Normal,2024-02-08,Thursday,4,Daily,21673,,0,0,False,,
Christina Iverson,Will Shortz,Normal,2024-02-09,Friday,5,Daily,21682,,0,0,False,,
Zhouqin Burnikel,Will Shortz,Normal,2024-02-10,Saturday,6,Daily,21684,,0,0,False,,
Peter Koetters,Will Shortz,Normal,2024-02-11,Sunday,0,Daily,21670,Bright Ideas,0,0,False,,
Jess Shulman and Amie Walker,Will Shortz,Normal,2024-02-12,Monday,1,Daily,21687,,0,0,False,,
Peter Gordon,Will Shortz,Normal,2024-02-13,Tuesday,2,Daily,21688,,0,0,False,,
Ella Dershowitz,Will Shortz,Normal,2024-02-14,Wednesday,3,Daily,21685,,0,0,False,,
Teddy Katz and Rich Katz,Will Shortz,Normal,2024-02-15,Thursday,4,Daily,21674,,0,0,False,,
Colin Adams,Will Shortz,Normal,2024-02-16,Friday,5,Daily,21679,,0,0,False,,
Spencer Leach and Jem Burch,Will Shortz,Normal,2024-02-17,Saturday,6,Daily,21669,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2024-02-18,Sunday,0,Daily,21689,The Inside Scoop,0,0,False,,
Adam Wagner,Will Shortz,Normal,2024-02-19,Monday,1,Daily,21699,,0,0,False,,
Robert S. Gard,Will Shortz,Normal,2024-02-20,Tuesday,2,Daily,21711,,0,0,False,,
Jeffrey Martinovic,Will Shortz,Normal,2024-02-21,Wednesday,3,Daily,21698,,0,0,False,,
Dan Schoenholz,Will Shortz,Normal,2024-02-22,Thursday,4,Daily,21686,,0,0,False,,
Larry Snyder,Will Shortz,Normal,2024-02-23,Friday,5,Daily,21690,,0,0,False,,
Rebecca Goldstein and Rafael Musa,Will Shortz,Normal,2024-02-24,Saturday,6,Daily,21700,,0,0,False,,
Scott Hogan and Katie Hale,Will Shortz,Normal,2024-02-25,Sunday,0,Daily,21710,Special Treatment,0,0,False,,
Joe Marquez,Will Shortz,Normal,2024-02-26,Monday,1,Daily,21712,,0,0,False,,
Nate Cardin,Will Shortz,Normal,2024-02-27,Tuesday,2,Daily,21727,,0,0,False,,
Greg Snitkin,Will Shortz,Normal,2024-02-28,Wednesday,3,Daily,21720,,0,0,False,,
Esha Datta,Will Shortz,Normal,2024-02-29,Thursday,4,Daily,21701,,0,0,False,,
Julian Xiao,Will Shortz,Normal,2024-03-01,Friday,5,Daily,21738,,0,0,False,,
Natan Last,Will Shortz,Normal,2024-03-02,Saturday,6,Daily,21732,,0,0,False,,1
Hoang-Kim Vu,Will Shortz,Normal,2024-03-03,Sunday,0,Daily,21743,Countdown,0,0,False,,
Samantha Podos Nowak,Will Shortz,Normal,2024-03-04,Monday,1,Daily,21736,,0,0,False,,
Christina Iverson,Will Shortz,Normal,2024-03-05,Tuesday,2,Daily,21747,,0,0,False,,
Brad Wiegmann,Will Shortz,Normal,2024-03-06,Wednesday,3,Daily,21739,,0,0,False,,
Joe O'Neill,Will Shortz,Normal,2024-03-07,Thursday,4,Daily,21733,,0,0,False,,
Jackson Matz,Will Shortz,Normal,2024-03-08,Friday,5,Daily,21748,,0,0,False,,
John Guzzetta,Will Shortz,Normal,2024-03-09,Saturday,6,Daily,21740,,0,0,False,,
Enrique Henestroza Anguiano and Matthew Stock,Will Shortz,Normal,2024-03-10,Sunday,0,Daily,21757,Rack 'Em Up,0,0,False,,
Rebecca Goldstein and Rachel Fabi,Will Shortz,Normal,2024-03-11,Monday,1,Daily,21763,,0,0,False,,
Andrew Kingsley and Garrett Chalfin,Will Shortz,Normal,2024-03-12,Tuesday,2,Daily,21755,,0,0,False,,
Drew Schmenner,Will Shortz,Normal,2024-03-13,Wednesday,3,Daily,21749,,0,0,False,,
Jeffrey Martinovic,Joel Fagliano,Normal,2024-03-14,Thursday,4,Daily,21758,,0,0,False,,
Daniel Grinberg,Joel Fagliano,Normal,2024-03-15,Friday,5,Daily,21750,,0,0,False,,
Carly Schuna,Joel Fagliano,Normal,2024-03-16,Saturday,6,Daily,21759,,0,0,False,,
Simeon Seigel,Joel Fagliano,Normal,2024-03-17,Sunday,0,Daily,21777,All Over the Map,0,0,False,,
Trent H. Evans,Joel Fagliano,Normal,2024-03-18,Monday,1,Daily,21776,,0,0,False,,
Lynn Lempel,Joel Fagliano,Normal,2024-03-19,Tuesday,2,Daily,21788,,0,0,False,,
E. M. Capassakis,Joel Fagliano,Normal,2024-03-20,Wednesday,3,Daily,21768,,0,0,False,,
Joe Marquez,Joel Fagliano,Normal,2024-03-21,Thursday,4,Daily,21771,,0,0,False,,
Mansi Kothari and Erik Agard,Joel Fagliano,Normal,2024-03-22,Friday,5,Daily,21767,,0,0,False,,
Sam Ezersky,Joel Fagliano,Normal,2024-03-23,Saturday,6,Daily,21754,,0,0,False,,
John Kugelman,Joel Fagliano,Normal,2024-03-24,Sunday,0,Daily,21779,Feeling Possessive,0,0,False,,
Shannon Rapp and Will Eisenberg,Joel Fagliano,Normal,2024-03-25,Monday,1,Daily,21770,,0,0,False,,
Laura Dershewitz and Katherine Baicker,Joel Fagliano,Normal,2024-03-26,Tuesday,2,Daily,21795,,0,0,False,,
Rich Katz,Joel Fagliano,Normal,2024-03-27,Wednesday,3,Daily,21775,,0,0,False,,
Dominic Grillo,Joel Fagliano,Normal,2024-03-28,Thursday,4,Daily,21769,,0,0,False,,
Jake Bunch,Joel Fagliano,Normal,2024-03-29,Friday,5,Daily,21787,,0,0,False,,
Blake Slonecker,Joel Fagliano,Normal,2024-03-30,Saturday,6,Daily,21796,,0,0,False,,
Spencer Leach,Joel Fagliano,Normal,2024-03-31,Sunday,0,Daily,21792,Turns of Phrase,0,0,False,,
Alan Arbesfeld,Joel Fagliano,Normal,2024-04-01,Monday,1,Daily,21790,,0,0,False,,
Billy Bratton,Joel Fagliano,Normal,2024-04-02,Tuesday,2,Daily,21797,,0,0,False,,
Alex Eaton-Salners,Joel Fagliano,Normal,2024-04-03,Wednesday,3,Daily,21765,,0,0,False,,
Kevin Curry,Joel Fagliano,Normal,2024-04-04,Thursday,4,Daily,21791,,0,0,False,,
Rebecca Goldstein,Joel Fagliano,Normal,2024-04-05,Friday,5,Daily,21798,,0,0,False,,
Byron Walden,Joel Fagliano,Normal,2024-04-06,Saturday,6,Daily,21820,,0,0,False,,
Tracy Gray,Joel Fagliano,Normal,2024-04-07,Sunday,0,Daily,21802,Double Duty,0,0,False,,
Peter Gordon,Joel Fagliano,Normal,2024-04-08,Monday,1,Daily,21801,,0,100,True,,891
Caroline Sommers and Freddie Cheng,Joel Fagliano,Normal,2024-04-09,Tuesday,2,Daily,21799,,0,100,True,,1275
Bill Thompson,Joel Fagliano,Normal,2024-04-10,Wednesday,3,Daily,21789,,0,0,False,,
Dan Caprera,Joel Fagliano,Normal,2024-04-11,Thursday,4,Daily,21812,,0,0,False,,
Evan Kalish,Joel Fagliano,Normal,2024-04-12,Friday,5,Daily,21805,,0,0,False,,
Jess Rucks,Joel Fagliano,Normal,2024-04-13,Saturday,6,Daily,21821,,0,0,False,,
John Rippe and Jeff Chen,Joel Fagliano,Normal,2024-04-14,Sunday,0,Daily,21819,Savings Plan,0,0,False,,
Amanda Winters,Joel Fagliano,Normal,2024-04-15,Monday,1,Daily,21814,,0,100,True,,1134
Adam Vincent,Joel Fagliano,Normal,2024-04-16,Tuesday,2,Daily,21829,,0,100,True,,1012
Joseph Gangi,Joel Fagliano,Normal,2024-04-17,Wednesday,3,Daily,21816,,0,0,False,,
David Kwong,Joel Fagliano,Normal,2024-04-18,Thursday,4,Daily,21837,,0,0,False,,
Kate Hawkins,Joel Fagliano,Normal,2024-04-19,Friday,5,Daily,21836,,0,0,False,,
Garrett Chalfin and Andrew Kingsley,Joel Fagliano,Normal,2024-04-20,Saturday,6,Daily,21817,,0,0,False,,
Michael Schlossberg,Joel Fagliano,Normal,2024-04-21,Sunday,0,Daily,21830,Get Cracking,0,0,False,,
David J. Kahn,Joel Fagliano,Normal,2024-04-22,Monday,1,Daily,21842,,0,99,False,,934
Judy Bowers,Joel Fagliano,Normal,2024-04-23,Tuesday,2,Daily,21843,,0,11,False,,106
Jeffrey Martinovic,Joel Fagliano,Normal,2024-04-24,Wednesday,3,Daily,21831,,0,0,False,,
Hanh Huynh,Joel Fagliano,Normal,2024-04-25,Thursday,4,Daily,21841,,0,0,False,,
Matthew Stock and Christina Iverson,Joel Fagliano,Normal,2024-04-26,Friday,5,Daily,21846,,0,0,False,,
Rich Norris,Joel Fagliano,Normal,2024-04-27,Saturday,6,Daily,21848,,0,0,False,,
Mike Ellison,Joel Fagliano,Normal,2024-04-28,Sunday,0,Daily,21844,The Sounds of Music,0,0,False,,
Tom Locke,Joel Fagliano,Normal,2024-04-29,Monday,1,Daily,21873,,0,0,False,,
Michèle Govier,Joel Fagliano,Normal,2024-04-30,Tuesday,2,Daily,21874,,0,0,False,,
Juliana Tringali Golden,Joel Fagliano,Normal,2024-05-01,Wednesday,3,Daily,21854,,0,0,False,,
Brandon Koppy,Joel Fagliano,Normal,2024-05-02,Thursday,4,Daily,21855,,0,0,False,,
Eli Cotham,Joel Fagliano,Normal,2024-05-03,Friday,5,Daily,21880,,0,0,False,,
Jacob McDermott,Joel Fagliano,Normal,2024-05-04,Saturday,6,Daily,21800,,0,0,False,,
Daniel Bodily,Joel Fagliano,Normal,2024-05-05,Sunday,0,Daily,21865,From the Astronaut's Logbook,0,0,False,,
Malaika Handa,Joel Fagliano,Normal,2024-05-06,Monday,1,Daily,21893,,0,0,False,,
Justin Werfel,Joel Fagliano,Normal,2024-05-07,Tuesday,2,Daily,21884,,0,0,False,,
Michael Schlossberg,Joel Fagliano,Normal,2024-05-08,Wednesday,3,Daily,21887,,0,0,False,,
Joe DiPietro,Joel Fagliano,Normal,2024-05-09,Thursday,4,Daily,21894,,0,0,False,,
Jesse Cohn,Joel Fagliano,Normal,2024-05-10,Friday,5,Daily,21891,,0,0,False,,
Billy Bratton,Joel Fagliano,Normal,2024-05-11,Saturday,6,Daily,21856,,0,0,False,,
Avery Gee Katz,Joel Fagliano,Normal,2024-05-12,Sunday,0,Daily,21889,Pixar Box Set,0,0,False,,
Jeremy Newton,Joel Fagliano,Normal,2024-05-13,Monday,1,Daily,21916,,0,100,True,,726
Alex Eaton-Salners,Joel Fagliano,Normal,2024-05-14,Tuesday,2,Daily,21895,,0,0,False,,
MaryEllen Uthlaut,Joel Fagliano,Normal,2024-05-15,Wednesday,3,Daily,21917,,0,0,False,,
Sara Muchnick,Joel Fagliano,Normal,2024-05-16,Thursday,4,Daily,21898,,0,0,False,,
Hemant Mehta,Joel Fagliano,Normal,2024-05-17,Friday,5,Daily,21896,,0,0,False,,
Adrian Johnson,Joel Fagliano,Normal,2024-05-18,Saturday,6,Daily,21815,,0,0,False,,
Christina Iverson and Katie Hale,Joel Fagliano,Normal,2024-05-19,Sunday,0,Daily,21897,Hold Your Doze,0,0,False,,
Jack Scherban,Joel Fagliano,Normal,2024-05-20,Monday,1,Daily,21892,,0,100,True,,493
Zachary David Levy,Joel Fagliano,Normal,2024-05-21,Tuesday,2,Daily,21918,,0,0,False,,
Martin Schneider,Joel Fagliano,Normal,2024-05-22,Wednesday,3,Daily,21928,,0,0,False,,
Adam Wagner,Joel Fagliano,Normal,2024-05-23,Thursday,4,Daily,21921,,0,0,False,,
Carolyn Davies Lynch,Joel Fagliano,Normal,2024-05-24,Friday,5,Daily,21919,,0,0,False,,
David P. Williams,Joel Fagliano,Normal,2024-05-25,Saturday,6,Daily,21929,,0,0,False,,
John Kugelman,Joel Fagliano,Normal,2024-05-26,Sunday,0,Daily,21920,Roughly Speaking,0,0,False,,
Christopher Youngs,Joel Fagliano,Normal,2024-05-27,Monday,1,Daily,21925,,0,100,True,,1005
Chris Leatherberry,Joel Fagliano,Normal,2024-05-28,Tuesday,2,Daily,21927,,0,80,False,,824
Jeanne Breen and Jeff Chen,Joel Fagliano,Normal,2024-05-29,Wednesday,3,Daily,21931,,0,0,False,,
Royce Ferguson,Joel Fagliano,Normal,2024-05-30,Thursday,4,Daily,21922,,0,0,False,,
Aidan Deshong,Joel Fagliano,Normal,2024-05-31,Friday,5,Daily,21955,,0,0,False,,
