author,editor,format_type,print_date,day_of_week_name,day_of_week_integer,publish_type,puzzle_id,title,version,percent_filled,solved,star,solving_seconds
Daniel Raymon,Will Shortz,Normal,2023-02-21,Tuesday,2,Daily,20865,,0,100,True,,1392
Adam Wagner,Will Shortz,Normal,2023-02-22,Wednesday,3,Daily,20861,,0,0,False,,
Joe Deeney,Will Shortz,Normal,2023-02-23,Thursday,4,Daily,20863,,0,0,False,,
Margaret Seikel and Sophia Maymudes,Will Shortz,Normal,2023-02-24,Friday,5,Daily,20864,,0,0,False,,
Trent H. Evans,Will Shortz,Normal,2023-02-25,Saturday,6,Daily,20866,,0,0,False,,
Will Nediger,Will Shortz,Normal,2023-02-26,Sunday,0,Daily,20867,Double-Doubles,0,0,False,,
David Rockow,Will Shortz,Normal,2023-02-27,Monday,1,Daily,20868,,0,100,True,Gold,528
Gia Bosko,Will Shortz,Normal,2023-02-28,Tuesday,2,Daily,20882,,0,100,True,,1241
Aaron M. Rosenberg,Will Shortz,Normal,2023-03-01,Wednesday,3,Daily,20884,,0,0,False,,
Malaika Handa,Will Shortz,Normal,2023-03-02,Thursday,4,Daily,20883,,0,0,False,,
Eric Warren,Will Shortz,Normal,2023-03-03,Friday,5,Daily,20873,,0,0,False,,
Ryan McCarty,Will Shortz,Normal,2023-03-04,Saturday,6,Daily,20874,,0,0,False,,
John-Clark Levin,Will Shortz,Normal,2023-03-05,Sunday,0,Daily,20876,As Heard Around the Dinner Table,0,0,False,,
Lynn Lempel,Will Shortz,Normal,2023-03-06,Monday,1,Daily,20891,,0,100,True,,992
Enrique Henestroza Anguiano and Matthew Stock,Will Shortz,Normal,2023-03-07,Tuesday,2,Daily,20896,,0,100,True,Gold,1034
Miranda Kany,Will Shortz,Normal,2023-03-08,Wednesday,3,Daily,20885,,0,0,False,,
Simeon Seigel,Will Shortz,Normal,2023-03-09,Thursday,4,Daily,20888,,0,0,False,,
Claire Rimkus,Will Shortz,Normal,2023-03-10,Friday,5,Daily,20890,,0,0,False,,
Tom Pepper,Will Shortz,Normal,2023-03-11,Saturday,6,Daily,20898,,0,0,False,,
David Tuffs,Will Shortz,Normal,2023-03-12,Sunday,0,Daily,20889,This and That,0,0,False,,
Sam Koperwas and Jeff Chen,Will Shortz,Normal,2023-03-13,Monday,1,Daily,20903,,0,100,True,,1180
Peter Gordon,Will Shortz,Normal,2023-03-14,Tuesday,2,Daily,20900,,0,65,False,,1140
Michael B. Berg,Will Shortz,Normal,2023-03-15,Wednesday,3,Daily,20918,,0,0,False,,
Rebecca Goldstein,Will Shortz,Normal,2023-03-16,Thursday,4,Daily,20908,,0,0,False,,
Carter Cobb,Will Shortz,Normal,2023-03-17,Friday,5,Daily,20909,,0,0,False,,
Ada Nicolle,Will Shortz,Normal,2023-03-18,Saturday,6,Daily,20912,,0,0,False,,
Robert Ryan,Will Shortz,Normal,2023-03-19,Sunday,0,Daily,20914,Give Me a Break!,0,0,False,,
Adam Vincent,Will Shortz,Normal,2023-03-20,Monday,1,Daily,20915,,0,100,True,Gold,647
Michael Lieberman,Will Shortz,Normal,2023-03-21,Tuesday,2,Daily,20920,,0,100,True,,1856
Madeline Kaplan,Will Shortz,Normal,2023-03-22,Wednesday,3,Daily,20933,,0,89,False,,1494
David Kwong,Will Shortz,Normal,2023-03-23,Thursday,4,Daily,20930,,0,0,False,,
Blake Slonecker,Will Shortz,Normal,2023-03-24,Friday,5,Daily,20911,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2023-03-25,Saturday,6,Daily,20919,,0,0,False,,
David Karp,Will Shortz,Normal,2023-03-26,Sunday,0,Daily,20929,"I Do, I Do ... Do!",0,0,False,,
Simon Marotte and Trenton Lee Stewart,Will Shortz,Normal,2023-03-27,Monday,1,Daily,20928,,0,100,True,Gold,585
Daniel Kantor and Jay Kaskel,Will Shortz,Normal,2023-03-28,Tuesday,2,Daily,20937,,0,96,False,,1148
Ben Zoon,Will Shortz,Normal,2023-03-29,Wednesday,3,Daily,20934,,0,0,False,,
Adam Wagner and Brooke Husic,Will Shortz,Normal,2023-03-30,Thursday,4,Daily,20927,,0,0,False,,
Rich Norris,Will Shortz,Normal,2023-03-31,Friday,5,Daily,20946,,0,0,False,,
Wyna Liu and Joel Fagliano,Will Shortz,Normal,2023-04-01,Saturday,6,Daily,20978,,0,0,False,,
Jeremy Newton and Tracy Gray,Will Shortz,Normal,2023-04-02,Sunday,0,Daily,20944,Artistic Differences,0,0,False,,
David Distenfeld,Will Shortz,Normal,2023-04-03,Monday,1,Daily,20945,,0,100,True,Gold,896
Andrea Carla Michaels and Christina Iverson,Will Shortz,Normal,2023-04-04,Tuesday,2,Daily,20952,,0,100,True,Gold,693
Brandon Koppy,Will Shortz,Normal,2023-04-05,Wednesday,3,Daily,20947,,0,100,True,Gold,2595
Sam Buttrey,Will Shortz,Normal,2023-04-06,Thursday,4,Daily,20963,,0,100,True,,4033
Lindsey Hobbs,Will Shortz,Normal,2023-04-07,Friday,5,Daily,20942,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2023-04-08,Saturday,6,Daily,20951,,0,0,False,,
John Ewbank,Will Shortz,Normal,2023-04-09,Sunday,0,Daily,20961,If the Clue Fits ...,0,0,False,,
Gia Bosko,Will Shortz,Normal,2023-04-10,Monday,1,Daily,20953,,0,0,False,,
Taylor Johnson and Jeff Chen,Will Shortz,Normal,2023-04-11,Tuesday,2,Daily,20977,,0,0,False,,
Olivia Mitra Framke and Brooke Husic,Will Shortz,Normal,2023-04-12,Wednesday,3,Daily,20976,,0,0,False,,
Robin Yu,Will Shortz,Normal,2023-04-13,Thursday,4,Daily,20959,,0,0,False,,
Billy Bratton and Clay Haddock,Will Shortz,Normal,2023-04-14,Friday,5,Daily,20972,,0,0,False,,
Kameron Austin Collins,Will Shortz,Normal,2023-04-15,Saturday,6,Daily,20964,,0,0,False,,
Mike Hobin,Will Shortz,Normal,2023-04-16,Sunday,0,Daily,20981,"Bring Your ""A"" Game",0,0,False,,
Katherine Baicker and Scott Earl,Will Shortz,Normal,2023-04-17,Monday,1,Daily,20984,,0,100,True,,890
Kiran Pandey,Will Shortz,Normal,2023-04-18,Tuesday,2,Daily,20989,,0,100,True,,1612
Joe Deeney,Will Shortz,Normal,2023-04-19,Wednesday,3,Daily,20990,,0,100,True,,2261
Simeon Seigel,Will Shortz,Normal,2023-04-20,Thursday,4,Daily,20993,,0,0,False,,
Erica Hsiung Wojcik and Matthew Stock,Will Shortz,Normal,2023-04-21,Friday,5,Daily,20991,,0,0,False,,
Byron Walden,Will Shortz,Normal,2023-04-22,Saturday,6,Daily,20985,,0,0,False,,
Katie Hale and Scott Hogan,Will Shortz,Normal,2023-04-23,Sunday,0,Daily,20992,Punctuation Matters,0,0,False,,
Emily Carroll,Will Shortz,Normal,2023-04-24,Monday,1,Daily,20998,,0,100,True,Gold,1264
Grant Boroughs,Will Shortz,Normal,2023-04-25,Tuesday,2,Daily,20997,,0,100,True,,2357
Aaron M. Rosenberg,Will Shortz,Normal,2023-04-26,Wednesday,3,Daily,20635,,0,100,True,,1661
Michael Schlossberg,Will Shortz,Normal,2023-04-27,Thursday,4,Daily,21002,,0,0,False,,
Malaika Handa and Erik Agard,Will Shortz,Normal,2023-04-28,Friday,5,Daily,21004,,0,0,False,,
David Steinberg,Will Shortz,Normal,2023-04-29,Saturday,6,Daily,21011,,0,0,False,,
Lewis Rothlein and Jeff Chen,Will Shortz,Normal,2023-04-30,Sunday,0,Daily,21006,Name Dropping,0,0,False,,
Alina Abidi and Matthew Stock,Will Shortz,Normal,2023-05-01,Monday,1,Daily,21013,,0,100,True,Gold,732
Aimee Lucido,Will Shortz,Normal,2023-05-02,Tuesday,2,Daily,21012,,0,100,True,,1817
Samuel A. Donaldson,Will Shortz,Normal,2023-05-03,Wednesday,3,Daily,21005,,0,0,False,,
David J. Kahn,Will Shortz,Normal,2023-05-04,Thursday,4,Daily,21029,,0,0,False,,
Jacob McDermott,Will Shortz,Normal,2023-05-05,Friday,5,Daily,21016,,0,0,False,,
Carter Cobb,Will Shortz,Normal,2023-05-06,Saturday,6,Daily,21027,,0,0,False,,
Will Nediger,Will Shortz,Normal,2023-05-07,Sunday,0,Daily,21021,Sea Change,0,0,False,,
Catherine Cetta,Will Shortz,Normal,2023-05-08,Monday,1,Daily,21030,,0,100,True,Gold,870
Margaret Seikel,Will Shortz,Normal,2023-05-09,Tuesday,2,Daily,21017,,0,100,True,Gold,752
Victor Barocas,Will Shortz,Normal,2023-05-10,Wednesday,3,Daily,21018,,0,100,True,Gold,1576
Sheldon Polonsky,Will Shortz,Normal,2023-05-11,Thursday,4,Daily,21026,,0,100,True,,4857
Enrique Henestroza Anguiano,Will Shortz,Normal,2023-05-12,Friday,5,Daily,21028,,0,0,False,,
Spencer Leach,Will Shortz,Normal,2023-05-13,Saturday,6,Daily,21031,,0,0,False,,
Sid Sivakumar,Will Shortz,Normal,2023-05-14,Sunday,0,Daily,21041,Alternate Endings,0,0,False,,
Tomas Spiers,Will Shortz,Normal,2023-05-15,Monday,1,Daily,21037,,0,100,True,,547
Katherine Baicker and Adam Wagner,Will Shortz,Normal,2023-05-16,Tuesday,2,Daily,21042,,0,100,True,,1350
Parker Higgins,Will Shortz,Normal,2023-05-17,Wednesday,3,Daily,21036,,0,100,True,,2066
Kiran Pandey,Will Shortz,Normal,2023-05-18,Thursday,4,Daily,21040,,0,0,False,,
David Distenfeld,Will Shortz,Normal,2023-05-19,Friday,5,Daily,21054,,0,0,False,,
Erica Hsiung Wojcik,Will Shortz,Normal,2023-05-20,Saturday,6,Daily,21052,,0,0,False,,
Robert Ryan,Will Shortz,Normal,2023-05-21,Sunday,0,Daily,21068,Stitchin' Time,0,0,False,,
Dang Quang Thang,Will Shortz,Normal,2023-05-22,Monday,1,Daily,21055,,0,100,True,Gold,635
Lee Taylor,Will Shortz,Normal,2023-05-23,Tuesday,2,Daily,21064,,0,100,True,Gold,1250
Kavin Pawittranon and Nijah Morris,Will Shortz,Normal,2023-05-24,Wednesday,3,Daily,21057,,0,100,True,Gold,1250
Andrew Kingsley and Garrett Chalfin,Will Shortz,Normal,2023-05-25,Thursday,4,Daily,21058,,0,100,True,,2815
Hemant Mehta,Will Shortz,Normal,2023-05-26,Friday,5,Daily,21069,,0,100,True,,2502
Samuel Smalley,Will Shortz,Normal,2023-05-27,Saturday,6,Daily,21048,,0,0,False,,
Chandi Deitmer and Taylor Johnson,Will Shortz,Normal,2023-05-28,Sunday,0,Daily,21072,U-Haul,0,0,False,,
Katie Hale and Zachary David Levy,Will Shortz,Normal,2023-05-29,Monday,1,Daily,21071,,0,100,True,,904
Kathryn Ladner,Will Shortz,Normal,2023-05-30,Tuesday,2,Daily,21075,,0,100,True,Gold,1677
Brandon Koppy,Will Shortz,Normal,2023-05-31,Wednesday,3,Daily,21079,,0,100,True,Gold,1340
David and Karen and Paul Steinberg,Will Shortz,Normal,2023-06-01,Thursday,4,Daily,21078,,0,96,False,,2643
John Ewbank,Will Shortz,Normal,2023-06-02,Friday,5,Daily,21083,,0,0,False,,
John Westwig,Will Shortz,Normal,2023-06-03,Saturday,6,Daily,21080,,0,0,False,,
Rafael Musa,Will Shortz,Normal,2023-06-04,Sunday,0,Daily,21089,Flying Colors,0,0,False,,
Eric Rollfing,Will Shortz,Normal,2023-06-05,Monday,1,Daily,21086,,0,100,True,Gold,592
Daniel Jaret,Will Shortz,Normal,2023-06-06,Tuesday,2,Daily,21084,,0,100,True,,1308
Jennifer Lee and Victor Galson,Will Shortz,Normal,2023-06-07,Wednesday,3,Daily,21085,,0,100,True,Gold,1172
Philip Koski,Will Shortz,Normal,2023-06-08,Thursday,4,Daily,21118,,0,30,False,,707
Robyn Weintraub,Will Shortz,Normal,2023-06-09,Friday,5,Daily,21104,,0,0,False,,
John Hawksley,Will Shortz,Normal,2023-06-10,Saturday,6,Daily,21090,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2023-06-11,Sunday,0,Daily,21114,"Words, Words, Words: A Themeless",0,0,False,,
Alice Liang,Will Shortz,Normal,2023-06-12,Monday,1,Daily,21140,,0,100,True,Gold,756
Juliana Tringali Golden and Wendy L. Brandes,Will Shortz,Normal,2023-06-13,Tuesday,2,Daily,21126,,0,100,True,Gold,1849
Jennifer Hoelzer,Will Shortz,Normal,2023-06-14,Wednesday,3,Daily,21105,,0,100,True,,2019
David Harris,Will Shortz,Normal,2023-06-15,Thursday,4,Daily,21108,,0,100,True,,1912
Natan Last and the J.A.S.A. Crossword Class,Will Shortz,Normal,2023-06-16,Friday,5,Daily,21051,,0,0,False,,
Ryan McCarty,Will Shortz,Normal,2023-06-17,Saturday,6,Daily,21119,,0,0,False,,
Joe DiPietro,Will Shortz,Normal,2023-06-18,Sunday,0,Daily,21129,My Two Cents,0,0,False,,
David Liben-Nowell,Will Shortz,Normal,2023-06-19,Monday,1,Daily,21121,,0,100,True,,573
Aimee Lucido,Will Shortz,Normal,2023-06-20,Tuesday,2,Daily,21120,,0,100,True,,1197
Jimmy Peniston,Will Shortz,Normal,2023-06-21,Wednesday,3,Daily,21131,,0,100,False,,1047
Michael Baker and Jeff Chen,Will Shortz,Normal,2023-06-22,Thursday,4,Daily,21148,,0,0,False,,
Kunal Nabar,Will Shortz,Normal,2023-06-23,Friday,5,Daily,21122,,0,0,False,,
Spencer Leach and Quiara Vasquez,Will Shortz,Normal,2023-06-24,Saturday,6,Daily,21128,,0,0,False,,
John Westwig,Will Shortz,Normal,2023-06-25,Sunday,0,Daily,21161,Opposites Attracting,0,0,False,,
Taylor Johnson and Christina Iverson,Will Shortz,Normal,2023-06-26,Monday,1,Daily,21103,,0,100,True,Gold,716
Anthony Gisonda,Will Shortz,Normal,2023-06-27,Tuesday,2,Daily,21135,,0,100,True,Gold,1570
Matt Fuchs and Victor Sloan,Will Shortz,Normal,2023-06-28,Wednesday,3,Daily,21137,,0,100,True,,1507
Simeon Seigel,Will Shortz,Normal,2023-06-29,Thursday,4,Daily,21147,,0,12,False,,321
Carly Schuna,Will Shortz,Normal,2023-06-30,Friday,5,Daily,21136,,0,0,False,,
Ben Tolkin,Will Shortz,Normal,2023-07-01,Saturday,6,Daily,21138,,0,0,False,,
Rebecca Goldstein and Rafael Musa,Will Shortz,Normal,2023-07-02,Sunday,0,Daily,21142,About Two Feet,0,0,False,,
Sam Buchbinder,Will Shortz,Normal,2023-07-03,Monday,1,Daily,21158,,0,99,False,,554
Barbara Lin,Will Shortz,Normal,2023-07-04,Tuesday,2,Daily,21168,,0,100,True,,1425
Joe Deeney,Will Shortz,Normal,2023-07-05,Wednesday,3,Daily,21152,,0,0,False,,
Alison Perch,Will Shortz,Normal,2023-07-06,Thursday,4,Daily,21153,,0,0,False,,
Adrian Johnson,Will Shortz,Normal,2023-07-07,Friday,5,Daily,21156,,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2023-07-08,Saturday,6,Daily,21165,,0,0,False,,
Christina Iverson,Will Shortz,Normal,2023-07-09,Sunday,0,Daily,21160,A Thousand Words,0,0,False,,
Brad Wiegmann,Will Shortz,Normal,2023-07-10,Monday,1,Daily,21170,,0,100,True,,972
Aaron M. Rosenberg,Will Shortz,Normal,2023-07-11,Tuesday,2,Daily,21183,,0,100,False,,1367
Brooke Husic and Brian Thomas,Will Shortz,Normal,2023-07-12,Wednesday,3,Daily,21174,,0,83,False,,997
Hanh Huynh,Will Shortz,Normal,2023-07-13,Thursday,4,Daily,21159,,0,0,False,,
Jonathan Kaufman,Will Shortz,Normal,2023-07-14,Friday,5,Daily,21171,,0,0,False,,
Jeff Chen,Will Shortz,Normal,2023-07-15,Saturday,6,Daily,21167,,0,0,False,,
Michael Schlossberg,Will Shortz,Normal,2023-07-16,Sunday,0,Daily,21192,The Game Is Afoot,0,0,False,,
Alexander Liebeskind,Will Shortz,Normal,2023-07-17,Monday,1,Daily,21172,,0,100,True,,1016
Karen and Paul Steinberg,Will Shortz,Normal,2023-07-18,Tuesday,2,Daily,21189,,0,100,True,,1298
Billy Bratton,Will Shortz,Normal,2023-07-19,Wednesday,3,Daily,21169,,0,27,False,,235
Drew Schmenner,Will Shortz,Normal,2023-07-20,Thursday,4,Daily,21175,,0,0,False,,
Robyn Weintraub,Will Shortz,Normal,2023-07-21,Friday,5,Daily,21186,,0,0,False,,
Robert Logan,Will Shortz,Normal,2023-07-22,Saturday,6,Daily,21173,,0,0,False,,
Chandi Deitmer,Will Shortz,Normal,2023-07-23,Sunday,0,Daily,21211,Aural Surgery,0,0,False,,
John Ewbank,Will Shortz,Normal,2023-07-24,Monday,1,Daily,21204,,0,100,True,Gold,682
Gary Larson and Doug Peterson,Will Shortz,Normal,2023-07-25,Tuesday,2,Daily,21194,,0,100,True,Gold,1208
Mary Crane,Will Shortz,Normal,2023-07-26,Wednesday,3,Daily,21201,,0,86,False,,1625
Guilherme Gilioli,Will Shortz,Normal,2023-07-27,Thursday,4,Daily,21190,,0,0,False,,
Rafael Musa and Hoang-Kim Vu,Will Shortz,Normal,2023-07-28,Friday,5,Daily,21115,,0,0,False,,
Sam Ezersky,Will Shortz,Normal,2023-07-29,Saturday,6,Daily,21223,,0,0,False,,
John Kugelman,Will Shortz,Normal,2023-07-30,Sunday,0,Daily,21229,Doing Front Flips,0,76,False,,3624
David Litman and Andrea Carla Michaels,Will Shortz,Normal,2023-07-31,Monday,1,Daily,21209,,0,100,True,Gold,611
Kathryn Ladner,Will Shortz,Normal,2023-08-01,Tuesday,2,Daily,21188,,0,0,False,,
Barbara Lin,Will Shortz,Normal,2023-08-02,Wednesday,3,Daily,21212,,0,0,False,,
Simeon Seigel,Will Shortz,Normal,2023-08-03,Thursday,4,Daily,21213,,0,0,False,,
Brandon Koppy,Will Shortz,Normal,2023-08-04,Friday,5,Daily,21205,,0,0,False,,
John Guzzetta,Will Shortz,Normal,2023-08-05,Saturday,6,Daily,21208,,0,0,False,,
Lisa Senzel and Jeff Chen,Will Shortz,Normal,2023-08-06,Sunday,0,Daily,21248,What's Hanging?,0,0,False,,
Chloe Revery and Alissa Revness,Will Shortz,Normal,2023-08-07,Monday,1,Daily,21227,,0,100,True,,377
Zachary David Levy,Will Shortz,Normal,2023-08-08,Tuesday,2,Daily,21151,,0,100,True,Gold,966
Caryn Robbins and Matthew Stock,Will Shortz,Normal,2023-08-09,Wednesday,3,Daily,21225,,0,100,True,,1400
Natan Last and the J.A.S.A. Crossword Class,Will Shortz,Normal,2023-08-10,Thursday,4,Daily,21206,,0,49,False,,881
John-Clark Levin,Will Shortz,Normal,2023-08-11,Friday,5,Daily,21250,,0,0,False,,
Rachel Fabi and Christina Iverson,Will Shortz,Normal,2023-08-12,Saturday,6,Daily,21220,,0,0,False,,
Manaal Mohammed,Will Shortz,Normal,2023-08-13,Sunday,0,Daily,21259,Use Your Noodle,0,0,False,,
Simon Marotte and Trenton Lee Stewart,Will Shortz,Normal,2023-08-14,Monday,1,Daily,21267,,0,100,True,Gold,590
Malaika Handa,Will Shortz,Normal,2023-08-15,Tuesday,2,Daily,21237,,0,100,True,Gold,1461
Mangesh Ghogre and Brendan Emmett Quigley,Will Shortz,Normal,2023-08-16,Wednesday,3,Daily,21224,,0,100,True,,3074
Erik Agard,Will Shortz,Normal,2023-08-17,Thursday,4,Daily,21269,,0,24,False,,490
Kameron Austin Collins,Will Shortz,Normal,2023-08-18,Friday,5,Daily,21226,,0,0,False,,
David P. Williams,Will Shortz,Normal,2023-08-19,Saturday,6,Daily,21297,,0,0,False,,
Michael Schlossberg,Will Shortz,Normal,2023-08-20,Sunday,0,Daily,21283,Crunch Time,0,0,False,,
Jennifer Nutt,Will Shortz,Normal,2023-08-21,Monday,1,Daily,21299,,0,98,False,,782
Jay Silverman,Will Shortz,Normal,2023-08-22,Tuesday,2,Daily,21246,,0,100,True,Gold,941
Michael Lieberman,Will Shortz,Normal,2023-08-23,Wednesday,3,Daily,21247,,0,63,False,,1076
Robin Yu,Will Shortz,Normal,2023-08-24,Thursday,4,Daily,21257,,0,0,False,,
Rafael Musa,Will Shortz,Normal,2023-08-25,Friday,5,Daily,21249,,0,0,False,,
Adrian Johnson,Will Shortz,Normal,2023-08-26,Saturday,6,Daily,21303,,0,0,False,,
Rich Katz,Will Shortz,Normal,2023-08-27,Sunday,0,Daily,21300,Wanna Be Startin' Somethin',0,0,False,,
Brian Callahan,Will Shortz,Normal,2023-08-28,Monday,1,Daily,21258,,0,100,True,Gold,687
Michèle Govier,Will Shortz,Normal,2023-08-29,Tuesday,2,Daily,21275,,0,100,True,Gold,848
Alex Eaton-Salners,Will Shortz,Normal,2023-08-30,Wednesday,3,Daily,21311,,0,91,False,,3268
Freddie Cheng,Will Shortz,Normal,2023-08-31,Thursday,4,Daily,21315,,0,0,False,,
Robert Logan,Will Shortz,Normal,2023-09-01,Friday,5,Daily,21329,,0,0,False,,
Rebecca Goldstein,Will Shortz,Normal,2023-09-02,Saturday,6,Daily,21287,,0,0,False,,
Dylan Schiff,Will Shortz,Normal,2023-09-03,Sunday,0,Daily,21312,Computer Games,0,0,False,,
Tom Pepper and Zhouqin Burnikel,Will Shortz,Normal,2023-09-04,Monday,1,Daily,21244,,0,100,True,,1018
Alan Siegel,Will Shortz,Normal,2023-09-05,Tuesday,2,Daily,21243,,0,100,True,Gold,842
Blake Slonecker,Will Shortz,Normal,2023-09-06,Wednesday,3,Daily,21286,,0,5,False,,63
Ryan Patrick Smith,Will Shortz,Normal,2023-09-07,Thursday,4,Daily,21298,,0,0,False,,
Rachel Fabi and Ken Stern,Will Shortz,Normal,2023-09-08,Friday,5,Daily,21296,,0,0,False,,
Robert S. Gard,Will Shortz,Normal,2023-09-09,Saturday,6,Daily,21330,,0,0,False,,
Adam Wagner,Will Shortz,Normal,2023-09-10,Sunday,0,Daily,21318,Detours Ahead,0,0,False,,
Hoang-Kim Vu,Will Shortz,Normal,2023-09-11,Monday,1,Daily,21302,,0,81,False,,715
Ella Dershowitz,Will Shortz,Normal,2023-09-12,Tuesday,2,Daily,21314,,0,88,False,,1157
Guilherme Gilioli,Will Shortz,Normal,2023-09-13,Wednesday,3,Daily,21313,,0,0,False,,
Vasu Seralathan,Will Shortz,Normal,2023-09-14,Thursday,4,Daily,21316,,0,0,False,,
